133.4910583496,47.2642097473,92.1279129206,330.5646972656,-34.3428709574,14.2887525997,-6.4722914668,1.4510697487,399.3956043956,369.4124642888,1.455056204,266.2739726027,366.9971915937,-0.2961205647,1.8971590044,35.5511060866,0.5948067238,8.3682598039,0.1067434103,0.8932565897,1.5017594018,0.1794589839,0.0416072522,0.2504403081,7.7384747364,5.4645665559,0.5330305925,2.15,0.15,0.01,0.01,1.6019736842,1.1799022866,0.0458631986,362361.292271419,0.0124614873,4.4346537289,3.6825179844
161.5269012451,38.2507781982,83.8016960961,342.0342407227,-32.6897424306,13.814119755,-7.0237050686,1.3208149428,484.5490196078,383.2846847421,1.3208149428,250.4705882353,284.8084566478,-0.1274950064,2.1427412168,69.9605171966,0.5869913219,8.6889795918,0.103210043,0.896789957,1.5277737907,0.1758289077,0.0386846234,0.2573136037,8.4110553024,5.4174338492,0.3618554987,1.68,0.15,0.02,0.01,1.7358490566,6.3261955795,0.3226120903,2715667.60829982,0.0606431868,4.188312409,3.8790363992
144.8453369141,46.9719390869,91.9131373605,318.9461669922,-33.1512171759,12.0840639253,-6.8238407243,1.4511875442,447.8225806452,420.5067229026,1.4570391068,212.5301204819,311.1676805164,0.0952559049,2.2249036827,42.7110387202,0.404641776,8.133640553,0.1094853683,0.8905146317,2.2007481297,0.2705735661,0.0395387551,0.3185136166,7.4802702502,5.1095703609,0.6595543875,1.92,0.15,0.02,0.01,1.4439461883,6.5765515641,0.3615092875,2348984.45863815,0.1132444859,3.5318909514,2.9171769424
153.0517578125,40.4554672241,85.7419901362,339.2283325195,-30.6294732322,12.391855541,-8.1583716519,1.2525916718,521.3142857143,476.6178326158,1.2597493385,248.8068181818,377.1728672263,-0.1006370912,1.6108172293,31.7916797599,0.5165577583,8.58492569,0.1043304906,0.8956695094,1.7339193825,0.2019725557,0.036281176,0.2708090643,7.6266469776,4.8901703698,0.6709506506,1.69,0.15,0.02,0.01,1.487654321,2.3207885828,0.1631311464,254334.640052447,-0.0133893377,3.7642085664,3.3397058592
161.7051239014,43.9752311707,88.6305455965,348.1606140137,-36.4582247029,14.2850449669,-7.0919164738,1.195583316,528.5333333333,523.8197993797,1.2035538714,274.0397350993,337.0561664594,-0.322956369,1.5799946283,16.9443965881,0.7780197445,7.3490909091,0.1197735192,0.8802264808,1.1313677925,0.1539466318,0.0396433807,0.2854418485,6.1088744545,4.7519805424,0.5092590256,2.22,0.15,0.02,0.01,1.5734265734,3.6115794277,0.2642312739,466580.685067645,0.1521316606,3.6428504049,3.1111880701
138.7949676514,55.4274101257,97.6443480798,327.6582641602,-30.8598958921,11.5618505704,-8.8343236997,1.2940855497,527.6068376068,439.55620504,1.2940855497,221.9658119658,224.8199253429,-0.1640104813,1.2362503519,20.4160764217,0.3631886734,9.2816455696,0.0972606956,0.9027393044,2.4855932203,0.2677966102,0.0393727761,0.3144369218,6.875919632,5.1921653239,0.2863669598,1.55,0.15,0.01,0.01,1.5739130435,0.9446624165,0.0938736763,51308.3071775657,-0.0631039035,4.4951119585,3.251467434
170.0981140137,36.0829582214,81.7815806238,315.9491271973,-27.5431485838,11.3950054946,-5.6474891682,1.4557087612,491,382.4438334112,1.4661066809,169.3617021277,218.3666406275,-0.2783394428,1.6264481059,72.5429284508,0.2533581593,10.8409448819,0.0844527198,0.9155472802,3.613648294,0.3333333333,0.038388406,0.4029123649,8.0420919783,4.9848974644,0.277342328,2.44,0.14,0.02,0.01,1.5,0.3496797495,0.0329968688,23737.0134532366,-0.005557922,4.2721358981,3.3159506219
150.6651153564,53.2767829895,96.2741250148,332.8465270996,-38.8937378589,15.777680788,-7.5423914399,0.9048021459,514.4117647059,422.5409216275,0.9114551029,562.9197080292,1248.8892352889,-0.2342640228,1.3785974997,36.7415959312,1.0409381071,11.6199649737,0.0792395226,0.9207604774,0.8845487268,0.0761231836,0.0386634838,0.3122979992,9.8895543721,5.6245865851,1.8283524709,1.89,0.15,0.02,0.01,1.6779661017,2.516593556,0.2476479052,201004.881989637,-0.0305720802,3.2954555825,3.0382469027
176.2143249512,47.2078208923,92.0865790711,321.0810241699,-31.81098814,11.3657894216,-7.6794782415,1.324718705,450.8602150538,457.4958861416,1.3389629922,277.8723404255,343.7121270136,-0.0472375393,1.4255783273,100.0093946782,0.5007640253,9.9071428571,0.0916830386,0.9083169614,1.8138622493,0.1830863121,0.0388033193,0.3432382636,8.0012436319,4.3711863291,0.3456555366,2.02,0.15,0.02,0.01,1.6891891892,0.9754595407,0.1181688715,30046.5491151224,-0.0019676557,3.7549915673,3.4273828773
176.2143249512,47.2078208923,92.0865790711,321.0810241699,-31.81098814,11.3657894216,-7.6794782415,1.324718705,450.8602150538,457.4958861416,1.3389629922,277.8723404255,343.7121270136,-0.0472375393,1.4255783273,100.0093946782,0.5007640253,9.9071428571,0.0916830386,0.9083169614,1.8138622493,0.1830863121,0.0388033193,0.3432382636,8.0012436319,4.3711863291,0.3456555366,2.02,0.15,0.02,0.01,1.6891891892,0.9754595407,0.1181688715,30046.5491151224,-0.0019676557,3.7549915673,3.4273828773
